 % the field is ppp
% Dinn5 settings , t1, t2, t3, t4, tm, tp, eps, step, IntLimit
%   0.250000E+001  0.250000E+001  0.250000E+001  0.280000E+002  0.200000E-001  0.000000E+000  0.100000E-005  0.100000E-001  0.100000E+006
%psi, R, x, z, re(u), im(u), abs(u), re(w), im(w), abs(w), fieldCode, cp(1), cp(2), cs(1), cs(2), rho(1), rho(2), h, w
  0.204000E+003  0.300000E+002 -0.274064E+002 -0.132021E+002  0.238894E-005 -0.169843E-004  0.171515E-004  0.414440E-005 -0.294649E-004  0.297550E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.204500E+003  0.300000E+002 -0.272988E+002 -0.134408E+002  0.175817E-004  0.176391E-005  0.176700E-004  0.305025E-004  0.306021E-005  0.306556E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.205000E+003  0.300000E+002 -0.271892E+002 -0.136785E+002 -0.759177E-006  0.181986E-004  0.182144E-004 -0.131715E-005  0.315740E-004  0.316015E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.205500E+003  0.300000E+002 -0.270776E+002 -0.139153E+002 -0.187736E-004  0.662494E-006  0.187853E-004 -0.325730E-004  0.114946E-005  0.325933E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.206000E+003  0.300000E+002 -0.269638E+002 -0.141511E+002 -0.253262E-005 -0.192196E-004  0.193858E-004 -0.439440E-005 -0.333484E-004  0.336367E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.206500E+003  0.300000E+002 -0.268480E+002 -0.143859E+002  0.194162E-004 -0.486789E-005  0.200172E-004  0.336911E-004 -0.844678E-005  0.347338E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.207000E+003  0.300000E+002 -0.267302E+002 -0.146197E+002  0.765707E-005  0.192111E-004  0.206809E-004  0.132872E-004  0.333368E-004  0.358872E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.207500E+003  0.300000E+002 -0.266103E+002 -0.148525E+002 -0.184255E-004  0.108456E-004  0.213805E-004 -0.319752E-004  0.188211E-004  0.371032E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.208000E+003  0.300000E+002 -0.264884E+002 -0.150841E+002 -0.143148E-004 -0.168597E-004  0.221170E-004 -0.248429E-004 -0.292594E-004  0.383833E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.208500E+003  0.300000E+002 -0.263645E+002 -0.153148E+002  0.143172E-004 -0.178651E-004  0.228942E-004  0.248485E-004 -0.310060E-004  0.397343E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.209000E+003  0.300000E+002 -0.262386E+002 -0.155443E+002  0.211968E-004  0.106326E-004  0.237141E-004  0.367907E-004  0.184546E-004  0.411598E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.209500E+003  0.300000E+002 -0.261107E+002 -0.157727E+002 -0.571751E-005  0.239059E-004  0.245801E-004 -0.992431E-005  0.414953E-004  0.426655E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.210000E+003  0.300000E+002 -0.259808E+002 -0.160000E+002 -0.254925E-004  0.383258E-006  0.254954E-004 -0.442521E-004  0.665293E-006  0.442571E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.210500E+003  0.300000E+002 -0.258489E+002 -0.162262E+002 -0.742882E-005 -0.254004E-004  0.264645E-004 -0.128965E-004 -0.440953E-004  0.459425E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
