% Model:              Layer on halfspace, reflected field.mph
% Version:            COMSOL 5.6.0.341
% Date:               May 14 2023, 19:32
% Dimension:          1
% Nodes:              1047
% Expressions:        1
% Description:        Line graph
% cln1x                   Height
0                         1.0932712446429373E-9
3.958119332510916E-6      1.0932985661655616E-9
2.5920242163687943E-5     1.0938122029693328E-9
4.275787569042546E-5      1.09351454465914E-9
6.41156165529013E-5       1.0929071128969247E-9
8.133598638482182E-5      1.0924539547101468E-9
1.0231099094211451E-4     1.0920740608534387E-9
1.1991409707921858E-4     1.0918749124963157E-9
1.405063653313276E-4      1.0915989037242396E-9
1.5849220777361533E-4     1.0910488393626196E-9
1.7893292302186383E-4     1.089268707790524E-9
1.972246558429819E-4      1.0880953910644015E-9
2.1756522651808271E-4     1.087037711472478E-9
2.358291431147284E-4      1.0852680026034626E-9
2.5574214906254984E-4     1.0829135100598216E-9
2.742921116283929E-4      1.0806442340968454E-9
2.939190716070172E-4      1.0783389095782414E-9
3.127550801420572E-4      1.0762249324839968E-9
3.320959941514844E-4      1.0740028335925401E-9
3.5121804865572196E-4     1.0714586184642995E-9
3.705978721738179E-4      1.0677299304428025E-9
3.9011149637370533E-4     1.064613548708135E-9
4.0942585144996684E-4     1.061946200719169E-9
4.288361842816272E-4      1.058799566992315E-9
4.4784992921821767E-4     1.0553844867260205E-9
4.673943942554707E-4      1.0517490948281973E-9
4.8627400698646867E-4     1.0481400883746048E-9
5.05952604229314E-4       1.0441087138157696E-9
5.246980847547194E-4      1.0396865173837518E-9
5.445108142031577E-4      1.033881137813161E-9
5.631570274393828E-4      1.0267450216112793E-9
5.832557792627244E-4      1.0188769748334503E-9
6.016530856056475E-4      1.0115463238625652E-9
6.220519806375024E-4      1.0029469153920405E-9
6.403661060607285E-4      9.94691678723817E-10
6.608945072529367E-4      9.851656602324397E-10
6.790791265158093E-4      9.76583036397412E-10
6.997370338683708E-4      9.665193276104988E-10
7.177921469708903E-4      9.570777861603335E-10
7.385795604838053E-4      9.446919030812622E-10
7.56586390372577E-4       9.32500583832251E-10
7.775945162189127E-4      9.171809787188363E-10
7.954748238891804E-4      9.035089064108348E-10
8.166379777965967E-4      8.869424410345021E-10
8.344265312368951E-4      8.722326464483027E-10
8.557055558504154E-4      8.540644575779179E-10
8.733782385846099E-4      8.387690095442172E-10
8.947731339042339E-4      8.201844196664611E-10
9.123299459323248E-4      8.047962032603977E-10
9.338407119580526E-4      7.852494315120417E-10
9.515268139332131E-4      7.693722161563649E-10
9.732857653376255E-4      7.492013976269011E-10
9.910260505592678E-4      7.328427073314512E-10
0.0010125815675651735     7.139370129800976E-10
0.0010300923361275145     6.983797461029564E-10
0.001051755380099614      6.784486137187215E-10
0.0010691586216957612     6.617752307147673E-10
0.0010909291926340541     6.40079524972489E-10
0.0011082249072640088     6.221645408027476E-10
0.001130103005168495      5.98442014725086E-10
