% Model:              Layer on halfspace, reflected field.mph
% Version:            COMSOL 5.6.0.341
% Date:               May 14 2023, 19:38
% Dimension:          1
% Nodes:              1047
% Expressions:        1
% Description:        Line graph
% cln1x                   Height
0.004371664846108608      9.229220004301405E-10
0.004395623696130347      9.685880168960533E-10
0.004410627995992169      9.946377393648817E-10
0.004434557636978313      1.0357878824629769E-9
0.004449591145875731      1.0606371584264464E-9
0.004473491577826281      1.0861262379733641E-9
0.0044885607277836085     1.1015012747623762E-9
0.00451244573091103       1.1097100659261605E-9
0.004527540515562709      1.1107658718568723E-9
0.00455138941655896       1.1072574363134762E-9
0.004566520144967636      1.1023438475497402E-9
0.004590326479914897      1.0860495631925231E-9
0.004605499774372563      1.0705647799467623E-9
0.004629263543270832      1.043039397908136E-9
0.00464447940377749       1.024820524198319E-9
0.004668200606626767      9.867491120938136E-10
0.004683467556855793      9.629228243697807E-10
0.004707180041862507      9.135271997020708E-10
0.004722468961089741      8.806540519942552E-10
0.004746157472546066      8.261849868216693E-10
0.004761475161114799      7.915542555587225E-10
0.004785133609571163      7.335456787418625E-10
0.004800481361139856      6.920462923534634E-10
0.0048241097465962605     6.26178148333943E-10
0.004839487561164915      5.848912262644782E-10
0.004863085883621359      5.191962424611589E-10
0.004878502190676546      4.811575696485106E-10
0.0049021142332987605     4.244247546363416E-10
0.004917529730580373      3.975272496971874E-10
0.004941142182525061      3.7573666392688E-10
0.004956557950387651      3.771654732835821E-10
0.004980169870319462      3.956332307279912E-10
0.004995586170194928      4.1675139047711956E-10
0.005019197558113863      4.6397076132066837E-10
0.0050346143900022065     5.020300817996866E-10
0.005058225245908264      5.553803436953657E-10
0.005073649998615898      5.927662951810276E-10
0.005097299257854705      6.444162199104313E-10
0.005112696922785522      6.774396219733773E-10
0.00513637097740018       7.251827014154495E-10
0.005151734534970432      7.53025889544825E-10
0.005175441206106638      7.869963645507918E-10
0.0051907721471553415     8.033845672299724E-10
0.005214511434813095      8.227919133661605E-10
0.005229809759340251      8.309051726865004E-10
0.005253581663519555      8.251723478807042E-10
0.005268853700309394      8.174961273907572E-10
0.00529268141651007       7.909662352488042E-10
0.005307907496520908      7.6964772669155E-10
0.005331779752767412      7.331345134918105E-10
0.005346942241060812      7.115772367389559E-10
0.00537087718546489       6.793359555309938E-10
0.005385976985600715      6.613338147498981E-10
0.00540997461816237       6.429428257645359E-10
0.005425011730140622      6.400760974696174E-10
0.00544907205085985       6.404277549546552E-10
0.0054640517100390616     6.512877791578248E-10
0.005488176629828953      6.72082556139844E-10
0.005503100101907608      6.905838682087723E-10
0.005527279685265656      7.293867628783536E-10
0.00554212616786205       7.585826006644522E-10
0.005566381800447916      8.07112398747994E-10
0.005581152233816495      8.354215978628821E-10
0.005605483915630177      8.807607258109863E-10
0.00562017829977094       9.064604791657853E-10
0.005644586030812438      9.329810235731185E-10
0.005659207865860737      9.440670866973924E-10
0.005683668256715291      9.402672932752628E-10
0.005698243276006158      9.291231565749319E-10
0.005722746830598458      8.938203856957479E-10
0.005737263846867476      8.67132361104125E-10
0.00576182323253856       8.073651055551465E-10
0.005776284417728795      7.621176618701381E-10
0.005800899634478666      6.702963702696166E-10
0.005815304988590111      6.10567263966063E-10
0.00583997603641877       4.977134112660908E-10
0.005854328264544441      4.2874185346950406E-10
0.005879014333812258      2.971889239604915E-10
0.005893356191348762      2.185173604989928E-10
0.005918047880500325      8.469019461434E-11
0.005932379520210131      4.959436839457445E-11
0.005957078668331618      1.54815285996703E-10
0.005971402849071499      2.3233101307555635E-10
0.005996109456162912      3.7226647659021467E-10
0.006010426177932869      4.529286902159373E-10
0.006035140243994205      5.773597713027597E-10
0.0060494524062205115     6.439413899066633E-10
0.006074133849120161      7.453802173731308E-10
0.006088483642216338      7.961533356367047E-10
0.0061131246123330785     8.662583819074998E-10
0.006127512479280446      8.958946211526379E-10
0.006152113720734473      9.268400872181385E-10
0.006166541316344554      9.350485958602224E-10
0.006191102829135868      9.369808530965983E-10
0.006205570153408663      9.31584794890455E-10
0.006230091937537263      9.020614281599371E-10
0.006244602041163227      8.789284207895331E-10
0.006269063078567072      8.266019473959234E-10
0.006283639085607651      7.911865159776151E-10
0.006308034910432894      7.25153151231818E-10
0.006322664014614132      6.852968737738947E-10
0.006347007155070817      6.202691527418895E-10
0.006361688943620618      5.841131185331578E-10
0.00638597939970874       5.39298081371846E-10
0.006400713872627103      5.261761988715217E-10
0.006424951644346663      5.234048212527783E-10
0.0064397407968649935     5.38341256133104E-10
0.006463933842103966      5.797806097510494E-10
0.0064787709915058705     6.120280635059394E-10
0.006502916372805719      6.712911428225969E-10
0.006517773104640708      7.086968157879736E-10
0.006541899108102073      7.635735073440384E-10
0.006556775217775546      7.917942208553695E-10
0.006580881843398428      8.288130356166116E-10
0.00659577733091038       8.460366967204544E-10
0.006619864578694783      8.553792734115705E-10
0.006634778198099256      8.555439433876046E-10
0.0066588749784540924     8.379669661012147E-10
0.0066737770531070965     8.170698122616907E-10
0.0066978824973344545     7.731352260934279E-10
0.006712748976240449      7.43232325181521E-10
0.006736888235457634      6.899661743578123E-10
0.006751720899373805      6.54051369883995E-10
0.006775893973580816      5.944892853778831E-10
0.0067906928225071606     5.608844588121202E-10
0.0068148997117039945     5.090133076606905E-10
0.006829660443458899      4.865150117154647E-10
0.006853929604484906      4.588086545897983E-10
0.006868621011095749      4.5143185004838684E-10
0.006892952337199065      4.6137272265335795E-10
0.006907576142897893      4.822756570855139E-10
0.0069319707478920755     5.31246126688271E-10
0.006946531274700037      5.640476313054201E-10
0.006970989158585087      6.216359031277179E-10
0.006985486406502178      6.55618414212893E-10
0.007010007569278098      7.003989651633548E-10
0.00702443894443692       7.225986830214992E-10
0.007049031926092028      7.412858396963326E-10
0.007063387075777417      7.443835391259124E-10
0.007088044121189501      7.352426900967595E-10
0.007102347542841288      7.264501982016988E-10
0.007127049239316105      7.013823856452184E-10
0.007141308009905156      6.793624751141318E-10
0.007166054357442711      6.290044009853468E-10
0.007180268476969026      5.953578042795381E-10
0.007205059475569315      5.296528316034688E-10
0.007219232401135137      4.901974405168748E-10
0.007244053132200449      4.0994031797412447E-10
0.0072582023738709004     3.60553044646483E-10
0.0072830302743824935     2.7262747955911264E-10
0.0072971833996593495     2.2866985316916235E-10
0.007321998011354896      1.7550636571132263E-10
0.0073361644254478        1.6904303388099032E-10
0.0073609657483272965     2.0987170672651951E-10
0.007375145451236249      2.535695494605967E-10
0.007399933485299697      3.4302637718307195E-10
0.007414136964799192      3.9611852901900307E-10
0.007438887335555125      4.896089626643345E-10
0.007453146795241082      5.396558783609547E-10
0.00747782186597129       6.247714683726713E-10
0.007492151142567428      6.67517759029469E-10
0.007516745240393611      7.332152303439781E-10
0.007531155489893775      7.697925947610013E-10
0.007555668614815932      8.314689029548187E-10
0.00757015983722012       8.657594716654029E-10
0.007594591989238255      9.084353628915253E-10
0.00760917921475494       9.292420034701197E-10
0.007633517100091299      9.52837160432506E-10
0.007648223792359519      9.59143325108743E-10
0.007672423742351264      9.574155477919332E-10
0.007687242762775012      9.47634863349662E-10
0.007711319169514175      9.197508195146132E-10
0.007726261733190507      8.965523712696923E-10
0.007750214596677083      8.537802139083464E-10
0.007765280703606001      8.241308756017454E-10
0.007789110023839993      7.662047006441634E-10
0.00780431620780094       7.282379166156092E-10
0.007828029454070743      6.669136412143041E-10
0.00784337764996814       6.265943705014022E-10
0.007866934047199283      5.672376192677716E-10
0.00788239997250064       5.32744392298787E-10
0.007905828979283009      4.936804448566533E-10
0.007921422295033143      4.798641608152249E-10
0.007944723911366733      4.841315034176889E-10
0.007960444617565642      5.053366867885246E-10
0.007983618843450458      5.542828831164993E-10
0.007999482222704945      6.019616603274312E-10
0.008022553405199365      6.804395207026231E-10
0.008038542175170242      7.342665156375227E-10
0.008061476220334124      8.141380640071218E-10
0.00807756030508779       8.667438008117484E-10
0.008100390850355318      9.339186130617615E-10
0.008116578435005338      9.742226704523256E-10
0.008139305480376514      1.0203950554907736E-9
0.008155596564922887      1.0463858147047714E-9
0.00817822011039771       1.0679123392939291E-9
0.008194627248994312      1.0788073881126783E-9
0.008217178303568686      1.0807568092767891E-9
0.008233675257046841      1.0703635662794338E-9
0.0082561263277964        1.0478617974716611E-9
0.008272686229354655      1.0251913376654753E-9
0.008295066883309738      9.87707377683132E-10
0.00831169720166247       9.525301353902273E-10
0.008334007438823074      8.943869470476968E-10
0.008350708173970284      8.445346252775613E-10
0.008372947994336414      7.717011172574804E-10
0.008389728906068275      7.166798297726778E-10
0.008411926732653561      6.408410874089544E-10
0.008428762580388783      5.79155012959727E-10
0.00845089565086473       5.019733044636311E-10
0.008467766043607421      4.4984697557151394E-10
0.008489857102579674      3.9599326729773916E-10
0.008506769506826061      3.634901619759878E-10
0.008528818554294618      3.2992103547249285E-10
0.008545772970044703      3.1277335050334E-10
0.008567780006009563      3.012933743294186E-10
0.008584784299776103      3.001032075957029E-10
0.008606771811011885      2.976896462939843E-10
0.008623805815096905      2.9191397512066813E-10
0.008645753450202437      2.81584180377029E-10
0.00866280223957938       2.759126254684585E-10
0.00868472720315338       2.677758023353293E-10
0.00870179866406186       2.5616685883530553E-10
0.008723700956104322      2.334592501308698E-10
0.008740795088544336      2.1273419452430288E-10
0.008762674709055266      1.8383687776939321E-10
0.008779798767717896      1.5995088821837084E-10
0.008801673166355158      1.2124190251045063E-10
0.008818811720228232      8.65274931323706E-11
0.00884066101665127       3.9334896088869426E-11
0.008857801970695358      2.5147285282870658E-11
0.008879640550867386      5.734378596437727E-11
0.008896792221162488      9.121981447067279E-11
0.008918620085083498      1.3834050745060302E-10
0.008935782471629617      1.7436740842463432E-10
0.008957599619299613      2.0834770471289246E-10
0.008974780374345143      2.2819073309677806E-10
0.008996600954072242      2.483506175410657E-10
0.00901378799867215       2.6352372713080003E-10
0.009035591388730975      2.7881541663729175E-10
0.009052773622847659      2.88358920833498E-10
0.009074573235407151      2.9664527705318113E-10
0.009091759247023169      3.02774225646362E-10
0.009113555082083322      3.134495703395016E-10
0.009130744871198677      3.227004920289655E-10
0.009152536928759496      3.263136753184604E-10
0.009169738892202685      3.2768885474711786E-10
0.00919153933203832       3.2737149800570186E-10
0.009208743555801919      3.2825339273141783E-10
0.009230530685759616      3.317753856501232E-10
0.009247726790106776      3.345552942062405E-10
0.009269513318612272      3.3868352122786466E-10
0.009286710024411636      3.452666766143951E-10
0.009308495951464926      3.607337912815894E-10
0.009325693258716494      3.764734424342504E-10
0.009347478584317583      3.9151064100765093E-10
0.009364685375801441      4.032617195550813E-10
0.009386481295338447      4.1680608370062557E-10
0.00940368874508337       4.2678061822308785E-10
0.009425472948557207      4.4030110879398447E-10
0.009442671797252774      4.4847260260887575E-10
0.009464455871595058      4.615385337740872E-10
0.009481654849422178      4.781588402372409E-10
0.009503438794632908      5.098707368184241E-10
0.009520637901591581      5.411680172372949E-10
0.00954242171767076       5.806406488425474E-10
0.009559629804271892      6.140161316677184E-10
0.009581424535853696      6.57679063822385E-10
0.0095986329166304        6.878532398984103E-10
0.009620416449528667      7.241140369360204E-10
0.009637616818006463      7.463370443413259E-10
0.00965939975325782       7.713652370917208E-10
0.00967660071938253       7.902045209829133E-10
0.00969838305698697       8.135505674676473E-10
0.009715584620758595      8.304282320551857E-10
0.009737366360716123      8.438437549813912E-10
0.009754577043159669      8.515437093820478E-10
0.009776369333610917      8.552674745510679E-10
0.009793580255062507      8.485801188211489E-10
0.009815361734475479      8.329258381632382E-10
0.009832564507360055      8.125269022722167E-10
0.009854345785764395      7.82521915657678E-10
0.009871548759657603      7.567474808880615E-10
0.009893329837053313      7.232946601377069E-10
0.00991053301195515       6.983274189631229E-10
0.00993231388834223       6.686077166490195E-10
0.009949525613855663      6.52594961974401E-10
0.009971317077132402      6.421459146022579E-10
0.00998852878703422       6.381409856252815E-10
0.010010310114255792      6.463697377712825E-10
0.010027512409312878      6.601328494196637E-10
0.010049295133220133      6.871637912997096E-10
0.010066496031591536      7.120037032879211E-10
0.010088280152184475      7.44460399859448E-10
0.010105479653870195      7.704265249814104E-10
0.010127265171148819      8.00033708389197E-10
0.010144471793636438      8.23436987463163E-10
0.010166268565815047      8.472192888196552E-10
0.010183474722839828      8.575257509262677E-10
0.010205262062345493      8.66716178657877E-10
0.010222457464098347      8.679191730339796E-10
0.010244247745552007      8.628935446452571E-10
0.010261440205356867      8.505345853609577E-10
0.010283233428758521      8.213847788964545E-10
0.010300422946615387      7.884144290186945E-10
0.010322219111965038      7.348452919687442E-10
0.010339414497042895      6.864367454799039E-10
0.010361222601314442      6.158876762147466E-10
0.010378417219335282      5.51600341809801E-10
0.010400216037789643      4.672303045162266E-10
0.010417399429951126      3.9905106900723044E-10
0.010439201548346565      3.1895348526068513E-10
0.010456381640566973      2.617569376565243E-10
0.010478187058903486      2.0044022946299212E-10
0.010495363851182823      1.7378704479143015E-10
0.010517172569460408      1.8492819335478737E-10
0.010534355078622196      2.241656788610133E-10
0.010556175957910852      2.9049637584173606E-10
0.010573357756578455      3.4715041750657416E-10
0.010595168690348386      4.18995397979064E-10
0.010612339529993037      4.773139149566214E-10
0.010634153032495831      5.465832324319901E-10
0.010651321303407624      5.933468137320723E-10
0.010673137374643276      6.428188973910116E-10
0.01069030307682221       6.757288589910867E-10
0.010712121716790722      7.082213525332231E-10
0.010729294025925977      7.270057538481635E-10
0.010751124817076999      7.393081178565353E-10
0.010768296639628139      7.381094900121946E-10
0.010790116527281218      7.267728038461671E-10
0.010807277913113532      7.138164401351412E-10
0.010829099278391508      6.938829075555441E-10
0.010846259186598924      6.734598068117627E-10
0.010868082029501798      6.400950925649789E-10
0.010885240460084319      6.102627659307403E-10
0.010907064780612088      5.743813486715549E-10
0.010924231054714796      5.466767820189865E-10
0.01094606754519818       5.122008479865661E-10
0.010963233506209282      4.810999876384371E-10
0.010985058548537523      4.464965970114039E-10
0.011002214821930796      4.177904909641068E-10
0.01102404030633402       3.864805710368994E-10
0.011041196137652316      3.6776989660438303E-10
0.011063022064130519      3.505783219165249E-10
0.011080177453373832      3.4074007089920603E-10
0.011102003821927019      3.3243947894167194E-10
0.011119168078979674      3.2832596183294444E-10
0.011141006437699195      3.2589194714889144E-10
0.011158170549621487      3.264271660434094E-10
0.011179997494288298      3.317094788981171E-10
0.011197152941862045      3.328898880210296E-10
0.011218979465863452      3.3194560121541656E-10
0.011236135334102604      3.3217010667967327E-10
0.011257961437438607      3.358825175072146E-10
0.011275117726343162      3.3914735646839713E-10
0.011296943409013762      3.3479709707206707E-10
0.01131410910437243       3.291628217079275E-10
0.011335946163982638      3.1809896133065494E-10
0.011353111913554741      3.115876392893497E-10
0.01137493795292725       3.028744245864412E-10
0.011392095740015006      2.955324583829352E-10
0.011413921121641073      2.850563941207928E-10
0.011431079566475273      2.7895776375722354E-10
0.011452904290354895      2.77240089666662E-10
0.01147006339293554       2.785241240697778E-10
0.01149188745906872       2.7309310697748047E-10
0.011509055722892262      2.6664543780468133E-10
0.011530890491610829      2.531664134279418E-10
0.01154805886773599       2.409524967263261E-10
0.011569883133388479      2.154222066612126E-10
0.011587043012994467      1.8995803730363593E-10
0.011608867605009976      1.514511995305991E-10
0.011626027158252946      1.1919559517637076E-10
0.011647852076631477      8.131606253003107E-11
0.011665011303511424      6.00442162577026E-11
0.011686836548252979      6.131748149804794E-11
0.011704003798881063      8.917939107833731E-11
0.011725839805343209      1.3938516423331063E-10
0.011743006915165458      1.7980601491628584E-10
0.011764832835108863      2.408978360500576E-10
0.011781989721409133      2.879768826044183E-10
0.011803817824371683      3.496017104689845E-10
0.011820972527652818      3.994858576636735E-10
0.011842802813634501      4.6368598804879886E-10
0.011859955333896496      5.13331016811874E-10
0.011881787802897318      5.733994285401828E-10
0.011898946908927018      6.175348205461325E-10
0.011920791122177267      6.666624463967559E-10
0.011937949646669048      6.972156130785642E-10
0.011959783916228464      7.352623408849259E-10
0.011976930637633281      7.555187799826735E-10
0.011998768442983173      7.731419327388829E-10
0.012015911628597515      7.821365333826323E-10
0.012037752969737883      7.890895385677103E-10
0.012054892619561748      7.912646135938387E-10
0.012076737496492594      7.867417999588067E-10
0.01209388300370062       7.818127112246925E-10
0.012115740684378689      7.70740418379039E-10
0.01213288536212628       7.588962392901301E-10
0.012154732976627995      7.463831986001185E-10
0.012171865522138123      7.31810401688551E-10
0.012193716722906856      7.118659903716565E-10
0.012210845682149972      6.968382658001835E-10
0.012232700469185714      6.804241945740799E-10
0.012249825842161817      6.705960117367198E-10
0.012271684215464576      6.593376904787685E-10
0.012288815721313915      6.570189423804324E-10
0.01231068722469359       6.598309606158647E-10
0.012327818008318035      6.647758371418584E-10
0.012349679340496035      6.75961892469913E-10
0.012366798661564886      6.815682804376156E-10
0.012388662924339409      6.883861136548858E-10
0.012405779314811743      6.929787726166966E-10
0.012427646508182786      6.967245519579748E-10
0.012444759968058591      6.975164968983256E-10
0.01246663009202616       6.931768281416086E-10
0.012483750198338419      6.900206647646768E-10
0.01250563310543377       6.851932911124674E-10
0.012522752669671398      6.781735026463681E-10
0.012544625589925173      6.689736066485162E-10
0.012561734585059029      6.585307912697449E-10
0.012583609837577144      6.473811662692007E-10
0.012600716500446658      6.401110589445611E-10
0.012622594085229111      6.312338696202759E-10
0.012639698415834287      6.247355448845572E-10
0.01266157833288108       6.16312227419713E-10
0.01267868945125094       6.125025862747833E-10
0.012700581523927595      6.116492268328882E-10
0.012717692154630277      6.111062098427371E-10
0.012739574473934439      6.156214149808564E-10
0.012756675290054283      6.203320118303964E-10
0.01277855941982276       6.325843522728031E-10
0.01279565842547829       6.442590085893023E-10
0.012817544365711078      6.573347532758782E-10
