% Model:              Layer on halfspace, reflected field.mph
% Version:            COMSOL 5.6.0.341
% Date:               May 14 2023, 19:32
% Dimension:          2
% Nodes:              201
% Expressions:        2
% Description:        , 
% Length unit:        m
% X                       Y                        abs(u) (mm) @ freq=1E7   abs(v) (mm) @ freq=1E7
0.008400000000000001      -0.003                   2.4017248895630405E-7    4.4714368084614767E-7
0.0085                    -0.003                   1.8130996720465686E-7    4.6401669410814183E-7
0.0086                    -0.003                   9.2105172689431E-8       4.783237559135846E-7
0.008700000000000001      -0.003                   7.348966784786054E-9     4.637514459849832E-7
0.0088                    -0.003                   8.446913412484606E-8     4.545305320828821E-7
0.0089                    -0.003                   1.6569754130190558E-7    4.167493043986863E-7
0.009000000000000001      -0.003                   2.1238815066010895E-7    4.004584054467108E-7
0.0091                    -0.003                   2.487700251474957E-7     3.735434943699024E-7
0.0092                    -0.003                   2.5445630638220976E-7    3.821430418076552E-7
0.009300000000000001      -0.003                   2.3288259635211482E-7    3.8670304185722954E-7
0.0094                    -0.003                   1.9546111402419899E-7    4.147853909620264E-7
0.0095                    -0.003                   1.2394000448015526E-7    4.1792440915876614E-7
0.009600000000000001      -0.003                   5.895505922713996E-8     4.290512054062503E-7
0.0097                    -0.003                   2.2127109157613163E-8    4.1257670719406517E-7
0.0098                    -0.003                   8.804486340681273E-8     3.9304479005937356E-7
0.0099                    -0.003                   1.466385535340988E-7     3.6799015225847583E-7
0.01                      -0.003                   1.9449367596507536E-7    3.411364578365893E-7
0.010100000000000001      -0.003                   2.0820771936914045E-7    3.4031313610790993E-7
0.0102                    -0.003                   2.1237473223547818E-7    3.3906908340740595E-7
0.0103                    -0.003                   1.8172720055083294E-7    3.626682124134305E-7
0.010400000000000001      -0.003                   1.4106244564698925E-7    3.7253055063321446E-7
0.0105                    -0.003                   8.988998740516991E-8     3.907658997729685E-7
0.0106                    -0.003                   2.0332334402197746E-8    3.792031962473045E-7
0.010700000000000001      -0.003                   3.5515081841532765E-8    3.7587264782022495E-7
0.0108                    -0.003                   1.019091053690057E-7     3.403609988933389E-7
0.0109                    -0.003                   1.4185833825535304E-7    3.302740709768573E-7
0.011000000000000001      -0.003                   1.6850986452635448E-7    3.015255039057161E-7
0.0111                    -0.003                   1.8283078638967824E-7    3.081644946283712E-7
0.0112                    -0.003                   1.6551525967851524E-7    3.129900415683423E-7
0.011300000000000001      -0.003                   1.4782232737729432E-7    3.3275170731302114E-7
0.0114                    -0.003                   9.855819172959954E-8     3.4712684585906505E-7
0.0115                    -0.003                   5.2193187951613564E-8    3.5174783618925114E-7
0.011600000000000001      -0.003                   1.5721909047792455E-8    3.4682859108166415E-7
0.0117                    -0.003                   6.011351894723467E-8     3.3022465857586457E-7
0.0118                    -0.003                   9.83320051273091E-8      3.0850033484664176E-7
0.0119                    -0.003                   1.4061481519753098E-7    2.8587395135229317E-7
0.012                     -0.003                   1.4757149822620893E-7    2.787203152642295E-7
0.012100000000000001      -0.003                   1.5626424377297382E-7    2.746112493770877E-7
0.0122                    -0.003                   1.3785603365920723E-7    2.9577192184912405E-7
0.0123                    -0.003                   1.0388633018911523E-7    3.019171741324311E-7
0.012400000000000001      -0.003                   6.976932525078312E-8     3.213209996371874E-7
0.0125                    -0.003                   1.9937207947917925E-8    3.169324916798802E-7
0.0126                    -0.003                   2.7255463746122997E-8    3.11992427496641E-7
0.012700000000000001      -0.003                   7.509192483921459E-8     2.9178997460575657E-7
0.0128                    -0.003                   1.0692257281804639E-7    2.7267655618136895E-7
0.0129                    -0.003                   1.2596052949961318E-7    2.553339889180601E-7
0.013000000000000001      -0.003                   1.4076627100853908E-7    2.5021569596558847E-7
0.0131                    -0.003                   1.2289488069026266E-7    2.5556672596345036E-7
0.0132                    -0.003                   1.1082263559198552E-7    2.6753181940338774E-7
0.013300000000000001      -0.003                   7.664244844971367E-8     2.853688550789851E-7
0.0134                    -0.003                   3.5087555292363245E-8    2.8566974796626906E-7
0.0135                    -0.003                   1.95415594083971E-8      2.921575721937782E-7
0.013600000000000001      -0.003                   5.4890642987405646E-8    2.7121659796305296E-7
0.0137                    -0.003                   7.895584162571673E-8     2.640433496836689E-7
0.013800000000000002      -0.003                   1.1118197485803747E-7    2.359417119601447E-7
0.013900000000000001      -0.003                   1.1867575790435467E-7    2.3417542231202853E-7
0.014                     -0.003                   1.184495051078884E-7     2.2352684818227367E-7
0.014100000000000001      -0.003                   1.0928565878141818E-7    2.4204428800760356E-7
0.0142                    -0.003                   7.663963370706866E-8     2.468225558441012E-7
0.0143                    -0.003                   5.562916508812657E-8     2.635429344301893E-7
0.014400000000000001      -0.003                   2.2679748425035486E-8    2.6331758328008857E-7
0.0145                    -0.003                   2.9521731659516365E-8    2.600062183178729E-7
0.0146                    -0.003                   6.678368193776576E-8     2.47356157089061E-7
0.014700000000000001      -0.003                   9.121203971933397E-8     2.2999125146578304E-7
0.0148                    -0.003                   1.0323226612657562E-7    2.1641913092694243E-7
0.0149                    -0.003                   1.1431825116990567E-7    2.0895148561661353E-7
0.015000000000000001      -0.003                   9.831234687480328E-8     2.140130369507616E-7
0.0151                    -0.003                   8.786229704352809E-8     2.202734236478762E-7
0.0152                    -0.003                   6.082545329277008E-8     2.3770070354487215E-7
0.015300000000000001      -0.003                   2.6259055795305335E-8    2.3693734499107604E-7
0.0154                    -0.003                   2.778060725758553E-8     2.463391982599611E-7
0.0155                    -0.003                   5.459508794244811E-8     2.2903437034346972E-7
0.015600000000000001      -0.003                   7.059395071102783E-8     2.2441784474667697E-7
0.015700000000000002      -0.003                   9.64126819936884E-8      2.0244842741009455E-7
0.0158                    -0.003                   1.0000430309006946E-7    1.9912276528218844E-7
0.0159                    -0.003                   9.867862257536149E-8     1.9030122481411653E-7
0.016                     -0.003                   8.954417743227096E-8     2.0272975704525682E-7
0.0161                    -0.003                   6.17176305426937E-8      2.0644223989788095E-7
0.0162                    -0.003                   4.662140399413745E-8     2.207855858343697E-7
0.016300000000000002      -0.003                   2.7339451559525863E-8    2.2066628362600398E-7
0.0164                    -0.003                   3.467549521708554E-8     2.193824439335172E-7
0.0165                    -0.003                   6.483835798533646E-8     2.0945857770521409E-7
0.0166                    -0.003                   8.130936869430388E-8     1.9619861332557667E-7
0.0167                    -0.003                   8.99180793307124E-8      1.8597115524712475E-7
0.016800000000000002      -0.003                   9.745939420228172E-8     1.7744888954328316E-7
0.016900000000000002      -0.003                   8.302817344083373E-8     1.8281037218468021E-7
0.017                     -0.003                   7.299897466436209E-8     1.8470226198960156E-7
0.0171                    -0.003                   5.04417904005277E-8      2.0119287568098528E-7
0.0172                    -0.003                   2.808108920797582E-8     1.9852428440514497E-7
0.0173                    -0.003                   3.650124446509632E-8     2.0761943909035034E-7
0.017400000000000002      -0.003                   5.274154283195723E-8     1.9436870948253245E-7
0.0175                    -0.003                   6.688308462839272E-8     1.9101059995162875E-7
0.0176                    -0.003                   8.882358127244553E-8     1.741179557754952E-7
0.0177                    -0.003                   8.437777278979236E-8     1.7120330168036781E-7
0.0178                    -0.003                   8.763869574139862E-8     1.6393384409360114E-7
0.0179                    -0.003                   7.353361903772303E-8     1.7354394544663615E-7
0.018000000000000002      -0.003                   5.3673316869729144E-8    1.7725141092561993E-7
0.0181                    -0.003                   4.1385552082523926E-8    1.8800729069492387E-7
0.0182                    -0.003                   3.059484844686484E-8     1.8870771540690592E-7
0.0183                    -0.003                   4.187339030403112E-8     1.8687376810996596E-7
0.0184                    -0.003                   6.39618030968248E-8      1.806533888188924E-7
0.018500000000000003      -0.003                   7.421813875465746E-8     1.7052209732304842E-7
0.018600000000000002      -0.003                   8.284082931724978E-8     1.6209889584177088E-7
0.0187                    -0.003                   8.420375593229386E-8     1.5623435251456487E-7
0.0188                    -0.003                   7.316445131681175E-8     1.5823945712913966E-7
0.0189                    -0.003                   6.116095328137214E-8     1.631115056776668E-7
0.019                     -0.003                   4.5087832971991614E-8    1.7145389919160894E-7
0.019100000000000002      -0.003                   3.195909428232017E-8     1.7448067896009002E-7
0.019200000000000002      -0.003                   3.74453984592163E-8      1.771000447727678E-7
0.0193                    -0.003                   5.437855279720013E-8     1.7223718992551503E-7
0.0194                    -0.003                   6.825711833176423E-8     1.6354250110674255E-7
0.0195                    -0.003                   7.656346721095203E-8     1.5612308104935577E-7
0.0196                    -0.003                   8.01532694230904E-8      1.4890580481585022E-7
0.019700000000000002      -0.003                   7.570260042760463E-8     1.479526711265717E-7
0.0198                    -0.003                   6.379462976381956E-8     1.5091897222381388E-7
0.0199                    -0.003                   4.907625759897591E-8     1.5643829768972724E-7
0.02                      -0.003                   3.696666712930225E-8     1.6251887240450023E-7
